customer_id,months_observed,attrition_event,onboarding_completion,monthly_active_days,product_adoption_count,support_tickets_90d,support_resolution_days,service_incidents_90d,tenure_at_start,auto_renew_flag,enterprise_flag,monthly_active_days_x_product_adoption_count,support_tickets_90d_x_support_resolution_days,onboarding_completion_sq
CUST-0001398,3.3667,1,0.613923,17.7708,6,1,3.8709,0,13.0756,1,1,106.62480000000001,3.8709,0.376901449929
CUST-0001399,2.5302,1,0.651834,16.3324,3,5,2.7652,1,14.7652,1,0,48.9972,13.826,0.42488756355600005
CUST-0001400,17.645,0,0.634063,15.8326,5,2,2.5841,5,5.8964,1,0,79.163,5.1682,0.402035887969
CUST-0001401,11.6986,0,0.794231,22.3757,4,2,2.8868,1,10.5998,1,0,89.5028,5.7736,0.630802881361
CUST-0001402,2.0313,1,0.366711,9.5109,1,1,3.2434,2,9.4046,1,0,9.5109,3.2434,0.134476957521
CUST-0001403,15.9215,0,0.753449,20.948,4,2,1.036,2,13.6687,1,1,83.792,2.072,0.5676853956010001
CUST-0001404,0.3222,1,0.367338,14.1101,2,2,6.8933,2,7.6589,1,0,28.2202,13.7866,0.134937206244
CUST-0001405,9.9385,1,0.525063,17.269,3,2,6.7323,1,7.2684,1,0,51.806999999999995,13.4646,0.27569115396899996
CUST-0001406,8.2696,0,0.50827,22.1732,4,1,4.9041,0,7.16,1,0,88.6928,4.9041,0.2583383929
CUST-0001407,2.0182,1,0.65925,18.2491,5,0,2.0481,0,17.6907,1,1,91.24549999999999,0.0,0.4346105625
CUST-0001408,10.0986,0,0.826076,19.4796,6,1,1.0037,0,2.7955,1,0,116.8776,1.0037,0.6824015577760001
CUST-0001409,12.4685,0,0.595839,14.1944,3,0,5.4169,1,12.5828,1,1,42.5832,0.0,0.35502411392100003
CUST-0001410,13.5018,0,0.792204,17.7351,6,0,0.4631,0,2.8598,1,0,106.41059999999999,0.0,0.627587177616
CUST-0001411,5.5345,1,0.436122,12.2465,4,3,1.0442,0,29.246,1,1,48.986,3.1326,0.190202398884
CUST-0001412,4.9648,1,0.758894,15.5821,3,0,0.3965,0,17.6541,1,1,46.746300000000005,0.0,0.575920103236
CUST-0001413,15.9621,0,0.672687,21.5901,5,2,3.0232,1,20.4324,1,1,107.9505,6.0464,0.45250779996900004
CUST-0001414,4.8888,1,0.52534,17.9579,3,3,3.1555,1,7.398,1,1,53.8737,9.4665,0.2759821156
CUST-0001415,17.9553,0,0.834567,17.7514,4,0,5.1731,0,11.3103,1,0,71.0056,0.0,0.696502077489
CUST-0001416,19.7332,0,0.70051,16.3474,4,0,1.0424,0,17.164,1,1,65.3896,0.0,0.49071426009999997
CUST-0001417,12.403,1,0.651097,16.1743,1,2,4.1047,1,3.5581,1,0,16.1743,8.2094,0.42392730340900003
CUST-0001418,4.1554,1,0.671027,13.0133,4,2,2.452,1,12.9974,1,0,52.0532,4.904,0.45027723472900005
CUST-0001419,14.7445,0,0.741207,18.8647,3,0,5.2972,0,16.9435,1,1,56.5941,0.0,0.549387816849
CUST-0001420,0.1229,1,0.480278,16.6105,4,0,2.7919,0,6.1476,1,1,66.442,0.0,0.230666957284
CUST-0001421,6.816,1,0.425744,10.594,1,1,3.2478,0,6.3497,1,0,10.594,3.2478,0.18125795353600002
CUST-0001422,21.5121,1,0.803295,16.7425,4,0,0.5538,0,10.864,1,0,66.97,0.0,0.645282857025
CUST-0001423,10.5683,0,0.656936,16.6048,1,0,1.1564,0,14.8295,1,0,16.6048,0.0,0.43156490809599996
CUST-0001424,8.4121,0,0.960149,22.6658,6,1,3.9639,0,13.0282,1,0,135.9948,3.9639,0.9218861022010001
CUST-0001425,9.9146,0,0.946366,21.6727,4,3,2.468,1,1.9976,1,0,86.6908,7.404,0.8956086059560001
CUST-0001426,8.5679,1,0.697684,11.9643,2,3,2.4297,0,19.3404,1,0,23.9286,7.2890999999999995,0.486762963856
CUST-0001427,23.124,0,0.707544,19.7399,1,0,6.1997,0,20.5808,1,0,19.7399,0.0,0.5006185119359999
CUST-0001428,16.753,0,0.844906,19.0533,7,3,3.0653,1,5.403,1,0,133.3731,9.1959,0.7138661488360001
CUST-0001429,11.7039,0,0.779927,18.732,5,2,0.8598,0,10.2001,1,1,93.66,1.7196,0.6082861253290001
CUST-0001430,15.4747,0,0.64574,21.2171,5,1,5.532,1,7.8256,1,0,106.0855,5.532,0.41698014759999996
CUST-0001431,0.1,1,0.487657,13.3561,5,3,5.4571,0,18.1391,1,1,66.7805,16.371299999999998,0.237809349649
CUST-0001432,9.7894,0,0.888641,22.7496,4,0,1.5654,0,14.551,1,0,90.9984,0.0,0.789682826881
CUST-0001433,0.2968,1,0.326598,14.33,6,1,4.0361,1,10.7794,1,0,85.98,4.0361,0.106666253604
CUST-0001434,3.4609,1,0.655398,19.5552,2,1,3.3532,0,9.5722,1,0,39.1104,3.3532,0.42954653840400003
CUST-0001435,7.745,1,0.857582,15.7403,6,4,4.8998,2,17.5211,1,0,94.4418,19.5992,0.7354468867239999
CUST-0001436,1.911,1,0.567542,12.4325,2,4,3.3977,2,8.8222,1,1,24.865,13.5908,0.322103921764
CUST-0001437,14.8493,0,0.912641,23.2673,4,1,8.3165,0,4.6586,1,0,93.0692,8.3165,0.832913594881
CUST-0001438,16.1242,0,0.954434,25.9969,8,0,1.1376,1,8.8856,1,0,207.9752,0.0,0.910944260356
CUST-0001439,12.6646,0,0.629906,21.3123,4,1,0.4304,0,6.1917,1,1,85.2492,0.4304,0.39678156883599996
CUST-0001440,10.8878,0,0.752876,21.7784,4,0,0.7494,0,22.1055,1,1,87.1136,0.0,0.5668222713759999
CUST-0001441,0.7689,1,0.442665,7.4081,2,0,4.3362,2,8.9534,0,0,14.8162,0.0,0.19595230222499999
CUST-0001442,21.0858,0,0.701642,17.7619,5,0,2.1103,0,18.2374,1,0,88.8095,0.0,0.492301496164
CUST-0001443,21.2937,0,0.970387,22.1906,4,0,3.2717,2,12.8373,1,0,88.7624,0.0,0.941650929769
CUST-0001444,13.6368,0,0.774354,21.9545,4,3,5.5552,1,18.3883,1,0,87.818,16.6656,0.599624117316
CUST-0001445,11.4113,0,0.647051,19.2881,6,0,0.739,0,9.8788,1,0,115.7286,0.0,0.41867499660100005
CUST-0001446,12.5555,0,0.732727,21.372,5,0,4.0442,0,24.4093,1,0,106.86,0.0,0.536888856529
CUST-0001447,0.9393,1,0.486687,8.6261,5,6,5.5144,2,40.6465,1,1,43.1305,33.0864,0.23686423596899997
CUST-0001448,23.3,0,0.821696,17.1046,5,2,1.2817,1,18.1113,1,0,85.52300000000001,2.5634,0.675184316416
CUST-0001449,11.1524,1,0.710875,15.1441,3,1,0.9739,1,6.8114,1,0,45.4323,0.9739,0.5053432656250001
CUST-0001450,14.5749,0,0.871157,19.8183,5,0,2.4531,0,26.0199,1,0,99.0915,0.0,0.758914518649
CUST-0001451,19.0809,0,0.581571,17.9728,5,3,1.1089,1,7.3751,1,1,89.864,3.3266999999999998,0.33822482804099996
CUST-0001452,0.6214,1,0.429272,19.283,1,1,3.452,1,17.719,1,0,19.283,3.452,0.184274449984
CUST-0001453,16.3275,0,0.615744,20.39,4,1,0.8953,0,6.7658,1,1,81.56,0.8953,0.37914067353599995
CUST-0001454,0.1174,1,0.562277,12.9865,2,3,1.541,2,12.0777,1,1,25.973,4.622999999999999,0.31615542472900005
CUST-0001455,2.4239,1,0.31588,9.2041,2,4,3.7452,2,8.183,1,0,18.4082,14.9808,0.09978017439999999
CUST-0001456,4.1021,1,0.594223,11.9773,5,2,2.1344,0,13.7863,1,0,59.8865,4.2688,0.35310097372899996
CUST-0001457,1.0384,1,0.51492,15.4365,3,4,4.7498,3,3.2792,1,0,46.3095,18.9992,0.26514260640000004
CUST-0001458,1.1518,1,0.905311,22.3448,4,3,9.5726,2,9.9581,1,0,89.3792,28.717799999999997,0.819588006721
CUST-0001459,13.2322,0,0.458309,17.0363,2,5,2.7316,0,20.8292,1,1,34.0726,13.658,0.210047139481
CUST-0001460,15.2939,1,0.625385,12.7979,3,4,2.8296,1,27.933,1,0,38.3937,11.3184,0.391106398225
CUST-0001461,11.6308,0,0.808683,17.8353,4,3,3.0784,0,15.5766,1,1,71.3412,9.235199999999999,0.6539681944890001
CUST-0001462,11.346,1,0.605321,22.4704,4,1,3.3088,0,25.5588,1,0,89.8816,3.3088,0.366413513041
CUST-0001463,4.9262,1,0.39694,6.5814,1,1,0.8387,0,4.2155,1,0,6.5814,0.8387,0.1575613636
CUST-0001464,23.2738,0,0.832506,21.4155,8,1,3.598,0,1.3419,1,0,171.324,3.598,0.6930662400359999
CUST-0001465,21.6365,0,0.760914,19.9106,5,3,4.6869,0,4.7432,1,0,99.553,14.060699999999999,0.578990115396
CUST-0001466,11.1307,0,0.499815,13.3817,5,1,1.9696,0,2.4648,1,0,66.9085,1.9696,0.249815034225
CUST-0001467,0.8842,1,0.414191,13.846,2,5,3.5658,2,17.3119,1,0,27.692,17.829,0.171554184481
CUST-0001468,3.1895,1,0.455158,15.5778,3,2,3.1277,0,17.6797,1,0,46.7334,6.2554,0.207168804964
CUST-0001469,13.5441,0,0.564822,12.5601,3,2,1.0579,1,15.0745,1,1,37.6803,2.1158,0.319023891684
CUST-0001470,20.0183,0,0.757987,15.2339,1,0,1.8097,1,17.7782,1,0,15.2339,0.0,0.5745442921689999
CUST-0001471,0.3481,1,0.561097,14.8092,6,3,1.3591,0,13.2926,1,1,88.8552,4.0773,0.31482984340899994
CUST-0001472,12.8868,0,1.0,29.4859,5,0,1.0838,0,9.9317,1,0,147.42950000000002,0.0,1.0
CUST-0001473,8.5363,0,0.761622,18.3838,8,2,2.8663,2,21.4352,1,0,147.0704,5.7326,0.580068070884
CUST-0001474,3.2165,1,0.485602,13.3818,1,3,3.9561,1,8.1214,1,0,13.3818,11.868300000000001,0.23580930240399997
CUST-0001475,21.7219,0,0.566106,17.6881,4,1,1.7934,0,13.6529,1,0,70.7524,1.7934,0.320476003236
CUST-0001476,12.4498,0,0.620246,13.4436,6,2,4.8249,0,17.277,1,0,80.66159999999999,9.6498,0.38470510051599993
CUST-0001477,12.383,1,0.650883,18.4106,5,2,1.3284,1,20.8115,1,0,92.053,2.6568,0.423648679689
CUST-0001478,10.3654,0,0.316735,16.5926,3,1,1.9555,1,16.2289,1,1,49.7778,1.9555,0.100321060225
CUST-0001479,7.6065,1,0.550052,12.6036,5,3,2.2251,3,8.7101,1,0,63.018,6.6753,0.302557202704
CUST-0001480,2.147,1,0.512177,9.48,3,6,6.1115,0,7.9108,1,0,28.44,36.669000000000004,0.262325279329
CUST-0001481,6.4155,1,0.793718,17.418,3,1,11.1342,2,1.9381,1,0,52.254,11.1342,0.6299882635240001
CUST-0001482,15.5797,0,0.622139,23.591,2,3,2.4838,1,8.0167,0,0,47.182,7.4514,0.387056935321
CUST-0001483,11.9515,1,0.500681,13.8855,7,1,1.6447,0,8.8559,1,0,97.1985,1.6447,0.25068146376100003
CUST-0001484,22.2339,0,0.574132,16.469,4,2,1.8952,1,12.8445,1,0,65.876,3.7904,0.32962755342399996
CUST-0001485,2.0776,1,0.434094,8.5838,2,2,3.4359,0,14.5795,1,0,17.1676,6.8718,0.18843760083599997
CUST-0001486,21.2145,0,0.811743,24.1707,8,1,1.9745,0,13.9131,1,0,193.3656,1.9745,0.658926698049
CUST-0001487,12.608,0,0.600212,17.2282,8,2,2.4166,0,15.4268,1,1,137.8256,4.8332,0.36025444494399994
CUST-0001488,10.4686,0,0.496371,12.6318,1,2,1.6726,0,8.0078,1,0,12.6318,3.3452,0.24638416964100002
CUST-0001489,17.0716,0,0.876391,20.0046,5,1,1.9513,0,10.8521,1,1,100.023,1.9513,0.7680611848810001
CUST-0001490,21.6018,0,0.715126,27.4522,6,0,1.9177,1,22.6573,1,0,164.7132,0.0,0.5114051958760001
CUST-0001491,22.1989,0,0.773705,21.6005,4,1,2.0416,0,15.3202,1,0,86.402,2.0416,0.5986194270249999
CUST-0001492,9.4202,1,0.781274,18.2085,3,0,4.021,1,3.9858,1,1,54.6255,0.0,0.610389063076
CUST-0001493,0.7927,1,0.262998,1.0131,1,3,3.0504,0,1.1433,1,0,1.0131,9.1512,0.069167948004
CUST-0001494,16.9461,0,0.943181,26.918,6,2,0.9872,2,4.9033,1,1,161.50799999999998,1.9744,0.8895903987610001
CUST-0001495,17.9527,0,0.895172,17.789,3,1,2.8524,0,5.7578,1,0,53.367000000000004,2.8524,0.8013329095839999
CUST-0001496,18.3982,0,0.811629,14.9401,5,1,1.6659,1,15.665,0,0,74.70049999999999,1.6659,0.658741633641
CUST-0001497,10.8914,0,0.816849,19.7079,4,0,1.8076,0,9.0003,1,1,78.8316,0.0,0.6672422888010001
CUST-0001498,21.8798,0,0.604529,21.493,2,0,1.1976,0,13.9252,1,0,42.986,0.0,0.365455311841
CUST-0001499,4.2066,1,0.836787,19.3683,2,1,0.8147,1,4.8228,1,0,38.7366,0.8147,0.7002124833689999
CUST-0001500,19.4755,0,0.809775,15.3105,4,0,1.5983,0,17.0783,1,0,61.242,0.0,0.655735550625
CUST-0001501,2.232,1,0.605187,14.6141,6,2,1.6642,1,15.2954,1,0,87.6846,3.3284,0.36625130496900005
CUST-0001502,10.3742,0,0.850609,17.5414,2,0,0.25,0,4.4976,1,1,35.0828,0.0,0.7235356708809999
CUST-0001503,10.2988,0,0.575811,15.24,7,3,4.7968,1,28.5629,1,0,106.68,14.3904,0.331558307721
CUST-0001504,16.1999,0,0.643034,14.8002,5,0,0.9939,1,6.8272,1,0,74.001,0.0,0.413492725156
CUST-0001505,3.5533,1,0.909057,14.0385,4,3,1.1928,1,5.2124,1,1,56.154,3.5784000000000002,0.826384629249
CUST-0001506,20.8235,0,0.80003,19.0091,5,1,3.8981,1,9.0865,1,0,95.0455,3.8981,0.6400480009
CUST-0001507,20.0781,1,0.568364,17.1939,3,3,2.3179,2,19.3342,1,1,51.5817,6.9536999999999995,0.323037636496
CUST-0001508,3.4446,1,0.435816,8.9459,1,3,2.3146,0,3.8048,0,0,8.9459,6.9437999999999995,0.18993558585599998
CUST-0001509,10.4335,0,0.819594,11.674,3,1,1.5293,2,11.1476,1,0,35.022,1.5293,0.671734324836
CUST-0001510,13.6741,0,0.559541,18.6769,5,1,0.7301,1,11.1472,1,1,93.3845,0.7301,0.31308613068099994
CUST-0001511,5.4926,1,0.809797,16.1822,4,4,3.3779,1,3.7674,1,0,64.7288,13.5116,0.655771181209
CUST-0001512,1.6969,1,0.614157,15.4759,5,5,4.759,1,10.8192,1,0,77.3795,23.795,0.37718882064899995
CUST-0001513,8.9005,0,0.372449,16.2917,1,1,3.6919,0,4.5523,1,0,16.2917,3.6919,0.13871825760099998
CUST-0001514,7.5881,1,0.723763,9.9848,8,5,1.951,5,10.4027,0,1,79.8784,9.755,0.5238328801690001
CUST-0001515,18.7394,0,0.790319,20.8071,5,2,1.4742,2,8.098,1,1,104.03549999999998,2.9484,0.624604121761
CUST-0001516,15.9485,1,0.58574,15.9248,5,1,1.3237,1,6.1894,1,0,79.624,1.3237,0.34309134760000004
CUST-0001517,18.7109,0,0.830299,18.0135,3,2,2.5569,1,8.4861,1,0,54.0405,5.1138,0.689396429401
CUST-0001518,3.0784,1,0.271821,6.6811,1,3,2.8571,1,9.0996,1,1,6.6811,8.5713,0.07388665604099999
CUST-0001519,15.5944,0,0.819065,18.0524,2,0,2.0952,0,6.3782,1,0,36.1048,0.0,0.670867474225
CUST-0001520,8.3708,0,0.71137,14.2791,5,2,2.438,0,8.3149,1,0,71.3955,4.876,0.5060472769
CUST-0001521,17.9778,1,0.643072,8.8533,4,1,1.3853,1,4.8776,1,0,35.4132,1.3853,0.41354159718399996
CUST-0001522,14.3992,0,0.71311,18.7303,4,0,0.25,0,2.836,1,0,74.9212,0.0,0.5085258721
CUST-0001523,21.8682,0,0.649599,17.4596,4,3,2.7374,0,6.7375,1,1,69.8384,8.2122,0.42197886080100006
CUST-0001524,3.6017,1,0.475201,11.6218,1,5,2.4009,0,13.8807,0,1,11.6218,12.0045,0.22581599040099998
CUST-0001525,8.7831,0,0.471484,18.2096,5,0,3.37,0,33.5222,1,0,91.04799999999999,0.0,0.22229716225600002
CUST-0001526,14.5344,1,0.726968,13.2338,3,1,3.2995,3,2.4127,1,0,39.7014,3.2995,0.528482473024
CUST-0001527,2.9985,1,0.520478,18.7024,2,1,4.3604,0,6.138,1,0,37.4048,4.3604,0.270897348484
CUST-0001528,9.3689,0,0.41854,11.8095,1,0,1.5558,0,3.9087,1,0,11.8095,0.0,0.17517573160000002
CUST-0001529,8.9561,1,0.380419,10.5672,3,0,1.7385,0,8.8582,1,0,31.7016,0.0,0.14471861556100002
CUST-0001530,2.3612,1,0.535452,13.2802,3,2,9.0554,0,13.9995,1,0,39.8406,18.1108,0.28670884430400007
CUST-0001531,12.8305,0,0.98183,22.4059,5,0,2.5733,0,21.7356,1,0,112.0295,0.0,0.9639901489
CUST-0001532,23.9095,0,0.71457,13.3588,3,0,0.25,0,7.5872,1,0,40.0764,0.0,0.5106102849
CUST-0001533,22.8114,0,0.656988,14.1335,5,1,2.2382,0,31.6452,1,0,70.6675,2.2382,0.431633232144
CUST-0001534,9.2784,0,0.862219,18.2761,4,1,4.1824,0,4.2379,1,0,73.1044,4.1824,0.7434216039609999
CUST-0001535,0.4071,1,0.261323,11.6798,3,3,5.1714,1,6.6325,1,0,35.0394,15.5142,0.06828971032900001
CUST-0001536,23.3649,0,0.981216,22.0907,7,3,3.2489,1,5.0784,1,0,154.6349,9.7467,0.962784838656
CUST-0001537,14.2544,0,0.723028,22.9713,1,1,3.2512,1,17.914,1,1,22.9713,3.2512,0.522769488784
CUST-0001538,13.9948,0,0.830637,16.9704,3,0,1.9409,0,11.0257,0,1,50.91120000000001,0.0,0.6899578257689999
CUST-0001539,13.8302,0,0.715126,18.8107,2,2,5.5625,0,19.9711,1,1,37.6214,11.125,0.5114051958760001
CUST-0001540,19.6078,0,0.936861,24.0548,4,2,3.0982,1,9.9457,1,0,96.2192,6.1964,0.8777085333210001
CUST-0001541,11.2989,0,0.792871,13.8728,5,2,2.9254,1,19.0193,1,1,69.364,5.8508,0.628644422641
CUST-0001542,5.8665,1,0.553185,15.6437,4,0,1.6031,2,7.4401,1,0,62.5748,0.0,0.30601364422500005
CUST-0001543,11.6999,0,0.689282,20.9456,3,1,7.3296,0,1.4241,1,0,62.8368,7.3296,0.4751096755239999
CUST-0001544,21.4134,0,0.897592,22.5328,1,0,1.5272,0,4.6366,1,0,22.5328,0.0,0.8056713984639999
CUST-0001545,23.5186,0,0.654613,11.2112,7,1,2.8268,0,16.157,1,0,78.4784,2.8268,0.428518179769
CUST-0001546,5.3256,1,0.750263,15.951,4,2,3.6846,0,12.8665,0,0,63.804,7.3692,0.562894569169
CUST-0001547,19.1439,0,0.698601,17.4449,5,1,1.2605,0,13.8934,1,0,87.2245,1.2605,0.48804335720100006
CUST-0001548,16.5627,0,0.482934,14.9306,5,1,2.814,1,16.9941,1,1,74.653,2.814,0.23322524835599998
CUST-0001549,0.8686,1,0.505827,13.2684,2,3,5.5261,4,5.4834,1,0,26.5368,16.5783,0.25586095392900005
CUST-0001550,12.1814,1,1.0,22.2088,2,1,4.1315,0,0.5184,1,0,44.4176,4.1315,1.0
CUST-0001551,20.7627,0,0.550462,15.7771,4,3,2.308,0,40.1812,1,0,63.1084,6.9239999999999995,0.303008413444
CUST-0001552,16.5333,0,0.81112,11.2821,2,2,2.1774,3,10.2904,1,0,22.5642,4.3548,0.6579156543999999
CUST-0001553,16.6049,0,0.971419,24.0041,6,0,0.9976,0,12.1816,1,0,144.02460000000002,0.0,0.9436548735610001
CUST-0001554,15.5248,0,0.464299,18.5624,5,1,1.7481,0,13.2336,1,0,92.812,1.7481,0.215573561401
CUST-0001555,0.4895,1,0.792553,15.752,1,2,4.2236,0,9.8212,1,0,15.752,8.4472,0.628140257809
CUST-0001556,20.9442,0,0.821073,22.6178,5,2,0.4971,0,10.2146,1,1,113.089,0.9942,0.674160871329
CUST-0001557,13.7483,0,0.748125,26.863,5,1,1.078,0,21.8848,1,1,134.315,1.078,0.559691015625
CUST-0001558,9.2969,1,0.542939,12.923,2,2,2.9203,1,5.0308,1,0,25.846,5.8406,0.29478275772099993
CUST-0001559,3.0886,1,0.539315,16.7398,2,5,7.6366,1,4.8182,1,0,33.4796,38.183,0.290860669225
CUST-0001560,17.8522,0,0.522209,22.5892,5,4,3.154,0,11.9209,1,1,112.94600000000001,12.616,0.27270223968100005
CUST-0001561,16.5054,0,0.51282,22.0542,4,1,1.5575,1,4.7542,1,1,88.2168,1.5575,0.26298435240000007
CUST-0001562,7.6516,1,0.476762,10.7993,2,2,4.5935,0,1.8976,1,0,21.5986,9.187,0.22730200464400002
CUST-0001563,10.5301,0,0.651351,14.9078,7,0,0.25,1,16.231,1,1,104.3546,0.0,0.42425812520100004
CUST-0001564,2.6351,1,0.366965,16.8384,1,0,2.0855,0,20.0156,1,1,16.8384,0.0,0.134663311225
CUST-0001565,2.1129,1,0.701896,19.4064,1,0,2.6499,0,18.9664,1,1,19.4064,0.0,0.4926579948159999
CUST-0001566,21.7655,0,0.781591,20.0321,3,1,2.7527,0,4.4548,1,0,60.0963,2.7527,0.6108844912810001
CUST-0001567,5.0296,1,0.674243,7.5039,4,1,3.905,1,21.4719,1,0,30.0156,3.905,0.45460362304900004
CUST-0001568,1.7185,1,0.462773,5.9588,3,1,2.4456,1,1.6367,1,0,17.8764,2.4456,0.214158849529
CUST-0001569,13.9074,0,1.0,29.1326,5,0,0.4339,1,8.1281,0,0,145.663,0.0,1.0
CUST-0001570,12.0502,0,0.873498,22.656,3,0,1.0309,0,8.2602,1,0,67.96799999999999,0.0,0.762998756004
CUST-0001571,8.4345,0,0.596718,19.1486,7,3,3.2771,0,5.6401,1,0,134.0402,9.831299999999999,0.35607237152399995
CUST-0001572,0.7133,1,0.59822,11.2367,3,4,9.7039,0,11.5851,1,0,33.710100000000004,38.8156,0.3578671684
CUST-0001573,0.1,1,0.377267,10.7935,2,5,3.0359,5,8.7956,1,0,21.587,15.179499999999999,0.14233038928900002
CUST-0001574,13.0621,0,0.959166,26.073,7,0,3.2187,0,19.2927,1,1,182.511,0.0,0.919999415556
CUST-0001575,22.0498,0,0.888926,14.0216,5,1,2.7245,0,14.3016,1,0,70.108,2.7245,0.790189433476
CUST-0001576,9.898,0,0.775615,15.4007,3,1,2.5204,0,9.6775,1,0,46.2021,2.5204,0.6015786282250001
CUST-0001577,12.5101,0,0.753785,21.4772,6,2,1.7169,1,10.8152,1,1,128.8632,3.4338,0.5681918262250001
CUST-0001578,10.3553,0,0.38393,15.0699,4,0,1.8087,1,20.5906,1,1,60.2796,0.0,0.1474022449
CUST-0001579,16.33,0,0.968233,21.1099,7,2,2.3941,2,20.5436,1,1,147.7693,4.7882,0.937475142289
CUST-0001580,22.6172,0,0.859093,24.8062,5,0,1.5326,0,5.3086,1,1,124.031,0.0,0.738040782649
CUST-0001581,21.7938,0,0.763775,24.2765,7,0,1.1965,0,11.6033,1,1,169.9355,0.0,0.583352250625
CUST-0001582,0.3554,1,0.37461,7.6633,2,2,5.8414,1,11.5645,0,0,15.3266,11.6828,0.1403326521
CUST-0001583,7.7031,1,0.410936,20.635,2,1,3.77,0,5.3307,1,0,41.27,3.77,0.16886839609600002
CUST-0001584,8.8963,1,0.879029,23.3773,7,0,1.9648,0,3.1411,1,0,163.64110000000002,0.0,0.7726919828409999
CUST-0001585,23.5717,0,0.71355,16.9639,3,0,2.8051,0,8.5562,1,0,50.8917,0.0,0.5091536025000001
CUST-0001586,14.8235,0,0.761231,21.4474,3,1,2.7627,0,9.2742,1,1,64.34219999999999,2.7627,0.579472635361
CUST-0001587,18.5627,0,0.597951,16.704,4,3,4.0901,1,17.7341,1,0,66.816,12.270299999999999,0.357545398401
CUST-0001588,5.4621,1,0.579255,15.6865,2,2,1.8573,3,2.935,1,0,31.373,3.7146,0.33553635502499995
CUST-0001589,15.4852,0,0.609249,15.648,2,2,3.4371,1,5.4199,1,0,31.296,6.8742,0.37118434400100003
CUST-0001590,10.387,1,0.502587,22.1056,3,4,3.7699,0,11.1788,1,0,66.3168,15.0796,0.252593692569
CUST-0001591,21.6584,0,0.687405,9.7973,4,2,1.8424,1,19.1889,1,0,39.1892,3.6848,0.4725256340250001
CUST-0001592,22.4749,0,0.800829,17.2828,4,2,3.0763,0,2.9891,1,0,69.1312,6.1526,0.6413270872410001
CUST-0001593,12.7855,1,0.34263,13.1265,3,2,2.575,2,17.9529,1,1,39.3795,5.15,0.11739531689999999
CUST-0001594,0.5126,1,0.24391,10.389,1,3,3.7584,0,27.7783,0,0,10.389,11.2752,0.05949208809999999
CUST-0001595,15.4709,0,0.799065,20.0877,8,3,2.4682,1,19.5217,1,1,160.7016,7.4046,0.638504874225
CUST-0001596,8.9292,0,0.713348,13.3288,3,0,2.122,0,13.5136,1,0,39.986399999999996,0.0,0.5088653691039999
CUST-0001597,7.415,1,0.55885,12.5178,6,3,2.6185,1,7.3802,0,0,75.10679999999999,7.8555,0.31231332249999993
CUST-0001598,11.3965,0,0.742584,20.1465,8,0,1.6016,0,0.5,1,0,161.172,0.0,0.5514309970560001
CUST-0001599,13.0298,0,0.851953,15.9643,5,2,0.3343,0,11.6737,1,1,79.8215,0.6686,0.7258239142089999
CUST-0001600,10.9336,0,0.588866,16.0878,7,0,1.5989,1,4.9627,1,0,112.61460000000001,0.0,0.346763165956
CUST-0001601,9.199,0,0.581542,15.0114,5,2,0.4393,1,23.9696,1,1,75.057,0.8786,0.338191097764
CUST-0001602,18.0669,0,0.77743,20.0626,4,0,1.6985,0,10.8428,1,0,80.2504,0.0,0.6043974048999999
CUST-0001603,9.1911,0,0.818838,20.6661,6,0,2.6832,0,3.0753,1,0,123.9966,0.0,0.6704956702439999
CUST-0001604,19.2408,0,0.758246,19.4385,6,2,2.8294,0,6.8959,1,1,116.631,5.6588,0.5749369965159999
CUST-0001605,3.9237,1,0.447994,11.4958,2,3,1.6741,1,1.1773,1,0,22.9916,5.0222999999999995,0.200698624036
CUST-0001606,0.1,1,0.380014,13.8395,1,3,2.6071,1,4.4223,1,0,13.8395,7.8213,0.144410640196
CUST-0001607,15.1105,0,0.859669,20.8351,5,0,0.25,0,5.8138,1,1,104.1755,0.0,0.739030789561
CUST-0001608,10.1595,0,0.695888,18.0058,6,1,2.5453,0,18.0474,1,0,108.0348,2.5453,0.4842601085439999
CUST-0001609,1.8135,1,0.739438,23.0866,4,3,3.0355,0,1.1496,1,0,92.3464,9.1065,0.5467685558440001
CUST-0001610,0.1,1,0.273919,5.9508,1,2,9.7201,0,14.8968,0,0,5.9508,19.4402,0.07503161856100002
CUST-0001611,6.0848,1,0.703005,19.1633,4,1,8.9527,2,9.0984,1,0,76.6532,8.9527,0.494216030025
CUST-0001612,3.8836,1,0.570297,13.6148,2,1,1.7741,1,15.0324,0,1,27.2296,1.7741,0.32523866820900005
CUST-0001613,11.3974,0,0.932675,27.888,4,3,2.0281,0,9.2674,1,1,111.552,6.084299999999999,0.8698826556250001
CUST-0001614,22.0829,0,0.551256,15.1245,3,3,3.7935,0,33.6389,1,0,45.3735,11.3805,0.30388317753599997
CUST-0001615,22.483,0,0.648386,12.6631,6,0,0.25,0,12.6479,0,1,75.9786,0.0,0.420404404996
CUST-0001616,8.811,0,0.893927,19.876,6,1,2.8469,2,10.2723,1,0,119.256,2.8469,0.7991054813290001
CUST-0001617,0.2136,1,0.282845,4.869,2,3,6.191,2,24.8797,0,0,9.738,18.573,0.080001294025
CUST-0001618,3.0961,1,0.423867,10.1018,5,3,5.4947,0,13.5741,1,0,50.509,16.484099999999998,0.179663233689
