customer_id,Segment_ID,Persona,Risk_Tier,Partial_Hazard,Risk_Percentile,onboarding_completion,monthly_active_days,product_adoption_count,support_tickets_90d,support_resolution_days,service_incidents_90d,tenure_at_start,auto_renew_flag
CUST-0001910,2,Low-Engagement Risk,High Risk (Top 25%),6.927950537921788,0.9098666666666667,0.518144,15.1365,1,1,4.5676,0,3.5599,0
CUST-0001919,2,Low-Engagement Risk,High Risk (Top 25%),2.552810608932202,0.7525333333333334,0.627099,7.5365,2,2,1.8191,0,17.7,1
CUST-0001931,0,Service-Friction Risk,High Risk (Top 25%),4.3227761148157295,0.8505333333333334,0.52552,12.6408,2,3,2.6389,2,36.0308,1
CUST-0001944,0,Service-Friction Risk,High Risk (Top 25%),5.217179055811801,0.8770666666666667,0.561798,12.4152,1,3,2.0232,2,12.7149,1
CUST-0001952,2,Low-Engagement Risk,High Risk (Top 25%),8.357108430585669,0.9273333333333333,0.406423,7.8101,5,0,2.6524,0,3.993,0
CUST-0001955,2,Low-Engagement Risk,High Risk (Top 25%),5.0401854176663194,0.8733333333333333,0.222584,7.7771,6,2,0.7463,1,11.6436,1
CUST-0001960,2,Low-Engagement Risk,High Risk (Top 25%),8.819795305767615,0.9310666666666667,0.496282,9.0442,2,0,3.7476,0,5.9938,0
CUST-0001961,0,Service-Friction Risk,High Risk (Top 25%),9.678647765027183,0.9381333333333334,0.598749,11.7451,3,0,7.1384,2,10.7939,0
CUST-0001966,0,Service-Friction Risk,High Risk (Top 25%),6.827603124650936,0.9081333333333333,0.530025,13.392,2,3,3.1157,2,3.7268,1
CUST-0001971,0,Service-Friction Risk,High Risk (Top 25%),22.4931816909832,0.9790666666666666,0.285286,8.9306,2,2,5.5695,2,16.8684,1
CUST-0001973,2,Low-Engagement Risk,High Risk (Top 25%),4.460907717997266,0.8558666666666667,0.267793,12.6865,2,2,0.5189,1,13.9889,1
CUST-0001975,2,Low-Engagement Risk,High Risk (Top 25%),3.060440627181661,0.7874666666666666,0.663906,13.4986,2,1,1.6539,0,7.4963,0
CUST-0001980,0,Service-Friction Risk,High Risk (Top 25%),10.426591742331196,0.9430666666666667,0.539197,11.3315,4,6,3.9467,1,13.6901,1
CUST-0001983,0,Service-Friction Risk,High Risk (Top 25%),4.547206807744079,0.8582666666666666,0.536898,14.8039,8,2,8.8265,2,6.7923,1
CUST-0001991,2,Low-Engagement Risk,High Risk (Top 25%),4.9851399525904805,0.8718666666666667,0.649609,19.2657,1,3,3.7487,0,14.9022,0
CUST-0001992,0,Service-Friction Risk,High Risk (Top 25%),3.2916542055421014,0.8017333333333333,0.565382,15.726,3,4,3.3176,0,12.8407,1
CUST-0001993,2,Low-Engagement Risk,High Risk (Top 25%),10.75460912028239,0.9450666666666667,0.379515,9.4203,1,2,3.3049,1,8.8797,1
CUST-0001994,0,Service-Friction Risk,High Risk (Top 25%),8.293651367714022,0.9262666666666667,0.654316,15.397,2,3,8.4032,1,16.5224,1
CUST-0001997,0,Service-Friction Risk,High Risk (Top 25%),13.191759292806383,0.9568,0.551013,6.7487,3,3,2.9793,4,7.6597,1
CUST-0001998,0,Service-Friction Risk,High Risk (Top 25%),24.68800523856217,0.9830666666666666,0.617141,11.8918,4,4,11.0022,0,7.9,1
CUST-0002002,2,Low-Engagement Risk,High Risk (Top 25%),5.8760418271031005,0.8910666666666667,0.486201,14.3539,2,4,3.645,0,15.1887,1
CUST-0002003,0,Service-Friction Risk,High Risk (Top 25%),9.578337857054308,0.9369333333333333,0.541368,9.898,2,4,4.8567,1,9.3362,1
CUST-0002005,2,Low-Engagement Risk,High Risk (Top 25%),13.150273849837044,0.9564,0.373232,1.4103,1,1,2.8106,1,15.0219,1
CUST-0002007,0,Service-Friction Risk,High Risk (Top 25%),4.759392437748883,0.8662666666666666,0.559421,13.7166,4,3,3.8308,2,12.5431,1
CUST-0002014,0,Service-Friction Risk,High Risk (Top 25%),40.83884675351379,0.9921333333333333,0.376339,6.3496,3,3,2.5142,3,6.969,0
CUST-0002016,0,Service-Friction Risk,High Risk (Top 25%),4.203155430562895,0.8456,0.548053,14.2073,3,3,2.5221,2,10.4373,1
CUST-0002020,2,Low-Engagement Risk,High Risk (Top 25%),4.416675328644447,0.854,0.580354,15.25,1,1,5.4507,1,3.478,1
CUST-0002023,2,Low-Engagement Risk,High Risk (Top 25%),2.8184000927576736,0.7716,0.639794,13.005,3,3,3.1864,0,1.255,1
CUST-0002025,2,Low-Engagement Risk,High Risk (Top 25%),7.393941381771686,0.916,0.265938,7.4093,2,0,2.502,0,8.3515,1
CUST-0002026,0,Service-Friction Risk,High Risk (Top 25%),3.396128248489358,0.8073333333333333,0.576349,14.6614,7,3,1.7865,1,6.8001,0
CUST-0002027,0,Service-Friction Risk,High Risk (Top 25%),20.859936101372625,0.9753333333333334,0.483754,13.8748,3,6,4.0285,1,15.5675,0
CUST-0002029,0,Service-Friction Risk,High Risk (Top 25%),9.984288181327774,0.9410666666666667,0.623325,12.0159,2,4,6.4117,0,4.6612,1
CUST-0002031,2,Low-Engagement Risk,High Risk (Top 25%),17.523059880164656,0.9694666666666667,0.370032,11.3986,1,2,1.6258,1,1.9721,0
CUST-0002032,2,Low-Engagement Risk,High Risk (Top 25%),8.201536581277376,0.9249333333333334,0.443748,12.2037,1,2,2.6252,2,5.5641,1
CUST-0002038,2,Low-Engagement Risk,High Risk (Top 25%),5.287125137251485,0.8785333333333334,0.38536,11.8206,1,1,2.6116,0,7.7834,1
CUST-0002041,2,Low-Engagement Risk,High Risk (Top 25%),2.8740233162297395,0.7754666666666666,0.43711,9.9282,3,0,1.7038,0,9.9356,1
CUST-0002047,2,Low-Engagement Risk,High Risk (Top 25%),3.769376677691328,0.8284,0.506283,15.722,1,2,2.2074,1,7.9002,1
CUST-0002050,2,Low-Engagement Risk,High Risk (Top 25%),23.838011467140646,0.9818666666666667,0.2563,6.846,3,2,1.1459,1,4.8814,0
CUST-0002058,0,Service-Friction Risk,High Risk (Top 25%),19.07906852494218,0.9718666666666667,0.400784,12.5643,2,4,6.5398,0,13.2984,1
CUST-0002059,0,Service-Friction Risk,High Risk (Top 25%),2.8298943270016212,0.7726666666666666,0.804819,16.4213,2,3,5.0749,2,5.9398,1
CUST-0002063,2,Low-Engagement Risk,High Risk (Top 25%),8.586642942652158,0.9297333333333333,0.468696,7.5834,1,4,1.883,0,3.0162,1
CUST-0002067,0,Service-Friction Risk,High Risk (Top 25%),3.0991566967276456,0.7904,0.60257,16.3513,2,2,1.7344,4,23.6943,1
CUST-0002072,2,Low-Engagement Risk,High Risk (Top 25%),9.143090149674885,0.9329333333333333,0.338042,15.8967,3,4,4.1696,0,7.5636,1
CUST-0002073,0,Service-Friction Risk,High Risk (Top 25%),7.117300093311774,0.9121333333333334,0.750994,21.41,1,8,5.1676,1,29.2883,1
CUST-0002080,0,Service-Friction Risk,High Risk (Top 25%),39.051496055259236,0.9912,0.546926,6.0656,2,2,6.55,2,4.4599,0
CUST-0002082,0,Service-Friction Risk,High Risk (Top 25%),5.415468826829451,0.8822666666666666,0.634216,21.5424,6,6,5.0498,4,20.827,1
CUST-0002088,2,Low-Engagement Risk,High Risk (Top 25%),5.958272950969165,0.8928,0.391921,14.5243,1,1,5.1739,0,13.5751,1
CUST-0002096,2,Low-Engagement Risk,High Risk (Top 25%),2.7696692821161273,0.768,0.652278,9.1778,3,2,3.7921,0,14.6134,1
CUST-0002100,2,Low-Engagement Risk,High Risk (Top 25%),3.7656538377087276,0.828,0.313007,14.9003,5,2,1.8419,1,9.899,1
CUST-0002107,0,Service-Friction Risk,High Risk (Top 25%),20.926743569181188,0.9754666666666667,0.356151,9.715,1,3,3.7015,2,1.5372,1
CUST-0002108,0,Service-Friction Risk,High Risk (Top 25%),5.41063231965019,0.882,0.708097,14.2155,1,2,4.8794,1,13.8487,0
CUST-0002112,2,Low-Engagement Risk,High Risk (Top 25%),2.76308653827664,0.7676,0.667917,10.5178,2,2,3.469,1,23.093,1
CUST-0002115,0,Service-Friction Risk,High Risk (Top 25%),11.09228462463128,0.9468,0.680639,16.6299,1,3,5.3499,5,4.1939,1
CUST-0002127,2,Low-Engagement Risk,High Risk (Top 25%),2.5446251607248733,0.7517333333333334,0.437039,15.5324,4,2,1.5223,1,12.9351,1
CUST-0002128,2,Low-Engagement Risk,High Risk (Top 25%),8.441475213479334,0.9285333333333333,0.282178,15.4662,1,2,4.2596,0,14.932,1
CUST-0002135,0,Service-Friction Risk,High Risk (Top 25%),6.053571841064862,0.8945333333333333,0.485264,16.654,1,3,2.8597,2,13.4683,1
CUST-0002136,0,Service-Friction Risk,High Risk (Top 25%),4.791292140114153,0.8673333333333333,0.56102,14.3942,4,3,3.9349,2,9.0227,1
CUST-0002148,2,Low-Engagement Risk,High Risk (Top 25%),3.081046679800458,0.7896,0.630029,11.0365,2,1,5.0505,1,5.6995,1
CUST-0002150,0,Service-Friction Risk,High Risk (Top 25%),22.863141925083596,0.9798666666666667,0.4432,15.8166,2,6,6.1352,0,10.0437,1
CUST-0002153,2,Low-Engagement Risk,High Risk (Top 25%),5.257975461565931,0.8777333333333334,0.241599,8.6825,2,2,0.7977,0,17.4724,1
CUST-0002155,0,Service-Friction Risk,High Risk (Top 25%),3.550040141519905,0.8164,0.435318,12.8817,5,2,2.5458,2,25.8087,1
CUST-0002157,0,Service-Friction Risk,High Risk (Top 25%),5.384478611228728,0.8814666666666666,0.459742,17.9737,4,3,4.4034,2,11.841,1
CUST-0002162,2,Low-Engagement Risk,High Risk (Top 25%),22.866792845185902,0.98,0.283934,9.1027,2,3,2.7349,0,19.4136,0
CUST-0002166,0,Service-Friction Risk,High Risk (Top 25%),5.435349386541579,0.8826666666666667,0.48623,20.1945,1,2,5.0675,1,2.9861,1
CUST-0002167,2,Low-Engagement Risk,High Risk (Top 25%),2.57171375186735,0.754,0.478482,14.9955,4,2,3.3096,1,11.8811,1
CUST-0002168,0,Service-Friction Risk,High Risk (Top 25%),3.4950606006649827,0.8137333333333333,0.74106,18.3686,7,4,8.3569,1,6.5202,1
CUST-0002170,2,Low-Engagement Risk,High Risk (Top 25%),12.562891824487568,0.9538666666666666,0.23487,7.4262,1,0,0.8956,0,30.3724,0
CUST-0002176,0,Service-Friction Risk,High Risk (Top 25%),15.955105341249556,0.9649333333333333,0.288348,19.7205,2,4,5.1183,2,16.8761,1
CUST-0002184,2,Low-Engagement Risk,High Risk (Top 25%),2.5749947647227227,0.7544,0.494758,14.8864,2,2,1.3651,0,4.9329,1
CUST-0002194,2,Low-Engagement Risk,High Risk (Top 25%),3.639043243340043,0.8222666666666667,0.57702,13.6799,1,1,5.2553,0,8.9225,1
CUST-0002197,0,Service-Friction Risk,High Risk (Top 25%),6.283142409594832,0.8981333333333333,0.540093,20.8713,2,6,4.2558,0,8.7086,1
CUST-0002209,2,Low-Engagement Risk,High Risk (Top 25%),6.601405407883289,0.9048,0.297668,8.0192,4,1,2.6894,0,6.5143,1
CUST-0002213,2,Low-Engagement Risk,High Risk (Top 25%),2.629016494602914,0.7584,0.502474,12.3971,3,3,3.2831,0,30.6221,1
CUST-0002216,0,Service-Friction Risk,High Risk (Top 25%),4.03281888098565,0.8382666666666667,0.590129,21.9086,5,1,9.7796,3,2.6899,1
CUST-0002218,2,Low-Engagement Risk,High Risk (Top 25%),3.103105632798332,0.7908,0.601056,12.4898,2,2,0.8561,0,11.9555,0
CUST-0002219,2,Low-Engagement Risk,High Risk (Top 25%),7.422263782321635,0.9161333333333334,0.431227,10.3365,2,3,3.6784,1,14.2495,1
CUST-0002220,2,Low-Engagement Risk,High Risk (Top 25%),22.75592043928338,0.9797333333333333,0.354926,15.0166,2,2,6.0811,0,3.7708,0
CUST-0002227,2,Low-Engagement Risk,High Risk (Top 25%),2.5811704833489335,0.7549333333333333,0.593894,12.766,3,3,1.8137,1,15.4074,1
CUST-0002230,2,Low-Engagement Risk,High Risk (Top 25%),2.5474204142282786,0.752,0.661393,13.6296,2,2,4.5437,0,12.9008,1
CUST-0002237,0,Service-Friction Risk,High Risk (Top 25%),5.030439124117836,0.8732,0.908737,23.7439,3,3,9.8624,2,16.1048,0
CUST-0002240,2,Low-Engagement Risk,High Risk (Top 25%),2.8263749114967713,0.7724,0.689612,14.1578,1,0,1.0275,1,10.776,0
CUST-0002241,2,Low-Engagement Risk,High Risk (Top 25%),2.894508238268095,0.7773333333333333,0.417407,18.29,4,1,3.9092,1,6.8586,1
CUST-0002242,0,Service-Friction Risk,High Risk (Top 25%),6.199191166430344,0.8965333333333333,0.524398,12.3567,3,2,5.5363,1,11.2244,1
CUST-0002253,2,Low-Engagement Risk,High Risk (Top 25%),3.1556268497057225,0.794,0.363653,13.7287,3,1,1.1436,0,3.3441,1
CUST-0002257,2,Low-Engagement Risk,High Risk (Top 25%),2.6831145002514902,0.7618666666666667,0.471109,12.262,1,1,2.2012,0,11.9781,1
CUST-0002258,0,Service-Friction Risk,High Risk (Top 25%),2.5375904167150387,0.7513333333333333,0.798218,18.0836,3,3,8.6114,1,19.6176,1
CUST-0002259,2,Low-Engagement Risk,High Risk (Top 25%),3.298597634415575,0.802,0.503637,5.7764,3,1,0.8342,0,9.6264,1
CUST-0002263,2,Low-Engagement Risk,High Risk (Top 25%),2.9550398117669268,0.782,0.563838,15.8653,3,2,3.5794,1,7.5003,1
CUST-0002264,2,Low-Engagement Risk,High Risk (Top 25%),16.19148898270485,0.9656,0.339438,13.6166,1,2,2.3275,1,13.5276,0
CUST-0002278,2,Low-Engagement Risk,High Risk (Top 25%),8.258326259175497,0.9256,0.363178,8.9319,2,3,2.5178,0,13.5601,1
CUST-0002282,2,Low-Engagement Risk,High Risk (Top 25%),6.621250456385098,0.9050666666666667,0.449856,14.9378,3,3,5.0714,0,7.8516,1
CUST-0002283,0,Service-Friction Risk,High Risk (Top 25%),3.2891890224479043,0.8014666666666667,0.52904,17.8845,3,2,1.1135,2,40.0899,0
CUST-0002285,0,Service-Friction Risk,High Risk (Top 25%),43.61681529727519,0.9930666666666667,0.339859,10.0842,4,4,6.2449,3,3.04,1
CUST-0002293,0,Service-Friction Risk,High Risk (Top 25%),3.8862395878495946,0.8326666666666667,0.517687,12.3227,5,2,4.6743,1,16.2204,1
CUST-0002295,0,Service-Friction Risk,High Risk (Top 25%),16.042881076264038,0.9652,0.341013,12.1304,3,2,7.1052,1,8.1447,1
CUST-0002298,2,Low-Engagement Risk,High Risk (Top 25%),3.6579068723536046,0.8234666666666667,0.565394,18.3144,2,0,2.4023,1,5.5496,0
CUST-0002303,0,Service-Friction Risk,High Risk (Top 25%),16.942165166644095,0.9674666666666667,0.505266,17.8552,3,4,3.5112,3,6.635,0
CUST-0002305,2,Low-Engagement Risk,High Risk (Top 25%),4.007916048253071,0.8372,0.424191,16.0061,4,2,5.5726,0,21.0024,1
CUST-0002310,2,Low-Engagement Risk,High Risk (Top 25%),6.945098624008449,0.9101333333333333,0.178915,6.7625,3,1,2.841,0,26.0183,1
CUST-0002312,2,Low-Engagement Risk,High Risk (Top 25%),8.298927369518887,0.9265333333333333,0.468442,6.5354,3,1,4.3338,1,2.035,1
CUST-0002315,0,Service-Friction Risk,High Risk (Top 25%),6.823329955720086,0.908,0.573727,14.4952,4,3,3.3862,4,1.05,1
CUST-0002321,2,Low-Engagement Risk,High Risk (Top 25%),5.412700787226909,0.8821333333333333,0.626889,20.6378,2,2,5.5605,0,3.4351,0
CUST-0002324,2,Low-Engagement Risk,High Risk (Top 25%),12.68748763347377,0.9542666666666667,0.319676,5.7724,2,2,3.2792,0,5.0885,1
CUST-0002330,0,Service-Friction Risk,High Risk (Top 25%),3.8976409383389217,0.8332,0.48131,17.2563,2,1,1.3887,3,0.6593,1
CUST-0002331,0,Service-Friction Risk,High Risk (Top 25%),6.870459894026372,0.9085333333333333,0.635617,11.6233,4,3,6.8509,1,11.6776,1
CUST-0002332,0,Service-Friction Risk,High Risk (Top 25%),5.533329548757222,0.8846666666666667,0.49191,15.5975,3,2,5.1329,1,2.9891,1
CUST-0002334,2,Low-Engagement Risk,High Risk (Top 25%),6.331756564471988,0.8997333333333334,0.374493,11.2599,1,1,2.1389,1,10.1452,1
CUST-0002339,0,Service-Friction Risk,High Risk (Top 25%),2.938684920966406,0.7804,0.622173,19.5657,3,4,4.2869,1,17.5975,1
CUST-0002340,0,Service-Friction Risk,High Risk (Top 25%),3.598624333583077,0.8190666666666667,0.537449,15.8064,4,3,2.9518,2,11.4856,1
CUST-0002341,2,Low-Engagement Risk,High Risk (Top 25%),3.1652264940500623,0.7945333333333333,0.55774,9.8889,2,1,3.2482,0,11.6885,1
CUST-0002343,2,Low-Engagement Risk,High Risk (Top 25%),2.602783296303875,0.7564,0.393036,12.0949,2,1,1.1848,0,12.2795,1
CUST-0002353,2,Low-Engagement Risk,High Risk (Top 25%),6.27300816890506,0.8978666666666667,0.343352,10.0907,2,2,2.3041,0,14.8497,1
CUST-0002354,0,Service-Friction Risk,High Risk (Top 25%),7.693117306714143,0.9193333333333333,0.38914,16.6221,2,4,2.9473,1,8.4693,1
CUST-0002357,2,Low-Engagement Risk,High Risk (Top 25%),3.76832010540599,0.8281333333333334,0.312386,9.9061,6,0,1.557,1,6.0582,1
CUST-0002358,2,Low-Engagement Risk,High Risk (Top 25%),3.5487789105489296,0.8162666666666667,0.451747,10.0077,1,0,2.0999,0,11.9134,1
CUST-0002364,0,Service-Friction Risk,High Risk (Top 25%),6.0335351844553795,0.8944,0.543674,11.4255,3,4,4.6819,1,22.2072,1
CUST-0002367,2,Low-Engagement Risk,High Risk (Top 25%),38.21367786471746,0.9910666666666667,0.145168,12.4409,4,3,4.9989,0,7.6964,0
CUST-0002380,2,Low-Engagement Risk,High Risk (Top 25%),6.33361150385618,0.9001333333333333,0.44534,13.3404,3,3,3.9378,0,2.6983,1
CUST-0002382,2,Low-Engagement Risk,High Risk (Top 25%),2.556371726899657,0.7530666666666667,0.583859,16.6232,4,2,5.1816,0,3.8356,1
CUST-0002395,2,Low-Engagement Risk,High Risk (Top 25%),4.129438352527982,0.8421333333333333,0.532985,10.5948,7,2,6.2482,0,6.9321,1
CUST-0002397,2,Low-Engagement Risk,High Risk (Top 25%),4.576259669291879,0.8597333333333333,0.644784,10.2669,2,4,3.0364,0,1.9973,1
CUST-0002398,0,Service-Friction Risk,High Risk (Top 25%),16.217272719528886,0.9657333333333333,0.56242,14.373,1,5,5.6552,1,6.0775,1
CUST-0002407,0,Service-Friction Risk,High Risk (Top 25%),20.4741595955557,0.9746666666666667,0.723777,16.5204,1,5,8.2712,2,3.9147,1
CUST-0002409,0,Service-Friction Risk,High Risk (Top 25%),5.485934544252379,0.8837333333333334,0.617478,20.7783,3,4,3.4274,1,10.1988,0
CUST-0002421,2,Low-Engagement Risk,High Risk (Top 25%),5.436577980295949,0.8828,0.369439,10.8482,1,1,1.8585,0,5.5109,1
CUST-0002423,0,Service-Friction Risk,High Risk (Top 25%),4.069437421709688,0.8393333333333334,0.362757,16.4958,4,2,3.1476,2,9.4724,1
CUST-0002431,0,Service-Friction Risk,High Risk (Top 25%),45.59329960812009,0.9936,0.382777,13.034,1,4,9.1573,1,6.9469,1
CUST-0002432,0,Service-Friction Risk,High Risk (Top 25%),36.267213883755616,0.9901333333333333,0.359853,9.1182,3,6,6.0212,0,21.2339,1
CUST-0002433,2,Low-Engagement Risk,High Risk (Top 25%),4.779083716586757,0.8670666666666667,0.571937,13.5818,1,1,2.0012,0,13.9581,0
CUST-0002435,2,Low-Engagement Risk,High Risk (Top 25%),4.808140932832884,0.8678666666666667,0.474361,13.8226,2,3,2.3915,1,14.0399,1
CUST-0002438,0,Service-Friction Risk,High Risk (Top 25%),3.3801467993528704,0.8068,0.647744,11.2174,6,3,1.6847,4,6.3597,1
CUST-0002447,2,Low-Engagement Risk,High Risk (Top 25%),22.185875533332545,0.9784,0.246393,4.8176,2,0,3.3394,0,14.328,0
CUST-0002448,0,Service-Friction Risk,High Risk (Top 25%),3.3639499073314156,0.8058666666666666,0.673019,15.8974,2,2,3.0814,3,2.8869,1
CUST-0002449,0,Service-Friction Risk,High Risk (Top 25%),11.597851546401815,0.9504,0.459495,15.1657,1,3,5.6161,1,8.9983,1
CUST-0002451,2,Low-Engagement Risk,High Risk (Top 25%),2.650883941293128,0.7598666666666667,0.591293,12.7842,2,1,2.9042,1,11.6475,1
CUST-0002453,0,Service-Friction Risk,High Risk (Top 25%),3.58596851977613,0.8186666666666667,0.602631,10.8841,1,3,3.4148,1,45.6247,1
CUST-0002455,0,Service-Friction Risk,High Risk (Top 25%),13.073234996505574,0.9561333333333333,0.475371,5.7193,1,5,3.0499,1,34.176,1
CUST-0002456,2,Low-Engagement Risk,High Risk (Top 25%),3.1557890852401904,0.7941333333333334,0.41412,18.9307,3,1,5.433,0,11.5108,1
CUST-0002462,2,Low-Engagement Risk,High Risk (Top 25%),2.674902610806995,0.7610666666666667,0.401806,9.3951,3,1,0.6107,0,26.7253,1
CUST-0002469,0,Service-Friction Risk,High Risk (Top 25%),73.13928745155812,0.9966666666666667,0.142459,13.5981,3,4,8.6183,1,6.5059,1
CUST-0002479,2,Low-Engagement Risk,High Risk (Top 25%),6.1608308782231385,0.8958666666666667,0.288839,5.0428,1,0,2.149,0,34.873,1
CUST-0002482,0,Service-Friction Risk,High Risk (Top 25%),4.546447463031413,0.8581333333333333,0.556763,13.622,4,2,5.797,1,11.7862,1
CUST-0002483,0,Service-Friction Risk,High Risk (Top 25%),2.6900505252312565,0.7626666666666667,0.664041,16.3945,1,2,2.8719,2,12.0517,1
CUST-0002485,2,Low-Engagement Risk,High Risk (Top 25%),9.549939872719593,0.9365333333333333,0.267475,9.8325,2,3,2.2362,1,10.9855,1
CUST-0002489,2,Low-Engagement Risk,High Risk (Top 25%),8.401681577163776,0.9281333333333334,0.475529,6.388,2,1,2.8212,2,6.1491,1
CUST-0002491,0,Service-Friction Risk,High Risk (Top 25%),5.246175551164818,0.8773333333333333,0.564401,17.1343,2,4,1.4105,1,3.6784,0
CUST-0002496,2,Low-Engagement Risk,High Risk (Top 25%),3.142376699179457,0.7937333333333333,0.528475,12.3262,1,2,1.261,1,20.2151,1
CUST-0002498,2,Low-Engagement Risk,High Risk (Top 25%),6.4069875401284975,0.9013333333333333,0.26642,6.0529,4,1,1.5862,0,14.8962,1
CUST-0002500,0,Service-Friction Risk,High Risk (Top 25%),4.245404513586492,0.8473333333333334,0.663164,8.846,7,5,3.8218,1,15.9393,1
CUST-0002506,2,Low-Engagement Risk,High Risk (Top 25%),2.5950186330896994,0.7556,0.62028,13.2119,3,0,7.5247,0,4.4209,1
CUST-0002514,2,Low-Engagement Risk,High Risk (Top 25%),2.873941791414688,0.7753333333333333,0.599774,9.7837,1,1,2.1497,0,3.9058,1
CUST-0002515,0,Service-Friction Risk,High Risk (Top 25%),2.52714862872081,0.7504,0.54633,13.4716,5,1,3.0102,2,9.86,1
CUST-0002518,2,Low-Engagement Risk,High Risk (Top 25%),23.147233752479735,0.9808,0.409635,10.0828,2,2,4.939,1,17.1914,0
CUST-0002519,0,Service-Friction Risk,High Risk (Top 25%),10.124123953205734,0.942,0.699333,16.5634,1,2,4.6658,3,4.7969,0
CUST-0002521,2,Low-Engagement Risk,High Risk (Top 25%),5.873664703275351,0.8908,0.267038,14.2021,3,2,3.0288,0,13.1967,1
CUST-0002524,2,Low-Engagement Risk,High Risk (Top 25%),7.2067530404273406,0.9144,0.148489,13.9134,1,1,0.7928,1,17.9426,1
CUST-0002534,0,Service-Friction Risk,High Risk (Top 25%),2.7566580634066957,0.7672,0.592151,15.0872,2,2,1.8519,2,11.8966,1
CUST-0002539,2,Low-Engagement Risk,High Risk (Top 25%),3.9397348127747445,0.8346666666666667,0.45053,13.5366,4,2,4.5613,0,16.8828,1
CUST-0002542,2,Low-Engagement Risk,High Risk (Top 25%),5.379670267003941,0.8813333333333333,0.649901,11.4896,4,2,3.012,1,8.8635,0
CUST-0002548,0,Service-Friction Risk,High Risk (Top 25%),12.773256908116673,0.9549333333333333,0.630687,6.6781,1,1,10.5695,1,15.266,1
CUST-0002553,2,Low-Engagement Risk,High Risk (Top 25%),2.6611044821237657,0.7605333333333333,0.446153,13.7634,5,1,2.5758,1,8.536,1
CUST-0002559,2,Low-Engagement Risk,High Risk (Top 25%),7.580876393882034,0.9174666666666667,0.545474,11.6637,1,1,1.1973,1,2.7158,0
CUST-0002561,2,Low-Engagement Risk,High Risk (Top 25%),10.064795512077357,0.9416,0.562667,11.7044,3,1,7.0364,0,10.4945,0
CUST-0002562,0,Service-Friction Risk,High Risk (Top 25%),19.219672426708446,0.9722666666666666,0.478818,14.4154,2,5,3.66,0,7.0553,0
CUST-0002568,0,Service-Friction Risk,High Risk (Top 25%),39.75663615783706,0.9914666666666667,0.288212,13.0348,4,5,6.1785,3,25.25,1
CUST-0002575,0,Service-Friction Risk,High Risk (Top 25%),30.67635815390634,0.988,0.397796,12.8776,1,5,6.1803,1,19.2716,1
CUST-0002578,2,Low-Engagement Risk,High Risk (Top 25%),4.487726735254024,0.8565333333333334,0.449534,10.0946,4,2,3.2749,1,7.5903,1
CUST-0002585,0,Service-Friction Risk,High Risk (Top 25%),5.790029309060123,0.8890666666666667,0.442961,13.4593,4,3,2.5303,2,7.5039,1
CUST-0002586,2,Low-Engagement Risk,High Risk (Top 25%),6.006426878207763,0.8937333333333334,0.45099,16.4693,4,3,1.9974,0,4.8584,0
CUST-0002587,0,Service-Friction Risk,High Risk (Top 25%),5.943297642511506,0.8924,0.412564,11.9335,3,2,2.9892,2,24.7556,1
CUST-0002593,2,Low-Engagement Risk,High Risk (Top 25%),4.579510229624185,0.86,0.323785,14.5289,1,2,1.1189,0,11.7719,1
CUST-0002602,0,Service-Friction Risk,High Risk (Top 25%),46.96373588996856,0.9938666666666667,0.493498,11.0668,1,6,4.0023,1,5.7818,0
CUST-0002603,2,Low-Engagement Risk,High Risk (Top 25%),3.254203461646244,0.7986666666666666,0.347583,6.8113,7,1,1.0594,0,13.2881,1
CUST-0002612,2,Low-Engagement Risk,High Risk (Top 25%),6.3247789133492756,0.8996,0.344895,14.7721,3,1,2.4357,0,7.7049,0
CUST-0002621,0,Service-Friction Risk,High Risk (Top 25%),3.6827702406563825,0.8252,0.580067,19.3675,1,4,3.5798,2,21.968,1
CUST-0002625,2,Low-Engagement Risk,High Risk (Top 25%),6.399517994529175,0.9012,0.297861,4.6957,2,1,1.3988,0,29.2078,1
CUST-0002627,0,Service-Friction Risk,High Risk (Top 25%),11.793211293520661,0.9508,0.560224,13.4352,3,4,6.8744,1,16.4218,1
CUST-0002632,2,Low-Engagement Risk,High Risk (Top 25%),3.6777532551600367,0.8249333333333333,0.638505,13.0292,4,1,3.0797,1,16.3419,0
CUST-0002634,2,Low-Engagement Risk,High Risk (Top 25%),3.7519056379610753,0.8272,0.355492,14.8238,3,1,2.8469,0,5.9062,1
CUST-0002639,0,Service-Friction Risk,High Risk (Top 25%),2.9944200984817613,0.7842666666666667,0.603178,20.916,5,5,4.5838,3,25.9374,1
CUST-0002641,2,Low-Engagement Risk,High Risk (Top 25%),7.610506546471389,0.9178666666666667,0.373216,12.8655,1,2,3.4986,0,5.0207,1
CUST-0002645,2,Low-Engagement Risk,High Risk (Top 25%),9.591910668864045,0.9370666666666667,0.275621,8.3985,2,2,1.979,0,2.3155,1
CUST-0002650,2,Low-Engagement Risk,High Risk (Top 25%),2.8648379164101896,0.7750666666666667,0.474854,13.9467,2,1,3.9029,1,23.1712,1
CUST-0002652,0,Service-Friction Risk,High Risk (Top 25%),3.4623998514195016,0.8117333333333333,0.709447,12.5924,2,2,5.4293,1,10.101,1
